1007:17431,8457,204,10040,1116,21141,2469,7407,15914,14700
1027:15537,1560,9295,36534,47587,34397,7235,1147,3709,9417
1028:3730,17024,3409,53143,9205,3162,3319,2369,4628,39701
1044:13832,11667,12442,10356,1858,1393,1374,205,5996,14992
1045:43485,101,7843,3730,2342,5542,4181,289,1896,10507
1049:546,6210,30543,13,38,61158,94,42503,31410,31133
1068:8928,17,5122,4989,441,94,3506,6315,1002,245
1069:10040,204,8457,358,493,239,1181,2469,380,7407
1070:8055,16205,1772,858,7843,3730,5542,1896,4181,1510
1082:1476,4068,88,12223,7407,483,7843,1896,5542,3730
1083:17,138,8,1800,87395,16272,10970,1109,12442,4757
1088:48166,1208,2484,15444,34324,15507,2597,24568,44237,20004
1094:1476,13599,899,786,10507,2076,8055,1510,23867,3730
1116:9080,3841,21696,15398,1023,38844,1708,44501,402,219
1121:2548,99297,1372,6,873,6715,7725,654,205,17
1125:43586,138,8095,7620,714,10792,3093,254,2698,58
1127:4833,8,559,11285,19411,1023,311,3025,8759,101
1132:5490,2429,1752,17979,2626,1731,1332,29136,7377,10871
1133:11535,4485,786,3915,4497,32,101,899,2734,5542
1140:17431,2831,204,10040,7800,6284,2172,2538,4181,66
1141:7468,5512,866,1119,17,12955,21695,9950,14259,5975
1148:44600,99113,901,7006,9080,1126,11977,2406,61787,16701
1153:8096,20182,692,578,4025,2172,624,4276,29,1393
1163:
1166:4993,35507,61025,25151,3932,69806,94,15289,25491,5117
1172:28198,714,4017,138,1287,58,1125,2429,97,1074
1192:1762,14700,1804,1102,4420,380,109,3798,1476,1186
1204:61,302,29,654,2233,285,1023,616,330,9916
1208:8946,162,2361,19585,43624,1374,1393,4003,205,25829
1209:1558,182,1002,7235,224,14402,66078,25018,176,13838
1234:1560,9295,3709,1621,51839,574,7225,7994,7861,25018
1236:5651,1196,7589,6,18299,6598,3,39846,1987,296
1245:2228,16049,6793,363,53878,6727,119,1152,897,70938
1263:17431,2469,1549,10040,901,66,1804,1009,4627,7800
1267:13293,114483,1204,41831,1804,1200,6837,73,69014,1567
1269:7859,11725,19596,6434,1352,4755,8848,10939,8225,14401
1288:1017,67016,692,17,398,654,138,780,74535,94291
1295:8056,23867,2901,1509,7317,855,88,1476,86,5542
1296:246,153,1929,3965,7989,692,2369,1456,4628,25712
1302:15559,289,4886,786,14755,4181,1510,23867,483,6353
1305:6284,239,1181,1762,7070,21141,84,37814,15914,14700
1342:84,2026,72675,656,12045,59184,2880,7667,39096,9093
1382:8055,2734,3028,3730,899,1896,654,84,5484,2429
1389:75115,61636,4245,1305,40853,71576,71313,11843,30727,109043
1391:26376,32,104871,66418,38549,89015,61,17,16823,83583
1397:986,140,3819,81,2967,1749,500,17071,12589,834
1402:901,1476,1187,6284,1762,84,21141,1832,239,1102
1405:4697,24722,92558,96890,106442
1407:486,4702,29,62,354,650,84,888,302,1102
1408:6,27140,2430,22728,1551,8384,1003,2018,6745,1987
1409:3028,12175,1476,855,12223,1358,2076,3730,4497,101
1412:302,1693,1102,564,76,17,3,84,102046,61969
1413:25280,4485,8055,483,7843,5514,101,4497,7231,3730
1418:1510,786,7843,289,2076,1476,88,2166,7407,370
1419:27138,5450,4568,7217,3693,17979,10871,29136,1332,23297
1420:1476,215,12175,15888,5542,15873,29,11535,490,16205
1427:17091,2538,3730,2734,301,786,899,1277,5985,215
1430:24893,8,508,518,84,1102,301,289,17443,73324
1431:1804,14559,1338,5701,162,2469,10040,1009,6284,204
1435:289,4497,5292,23867,1086,301,11107,2168,56656,12175
1437:2069,6640,29378,28109,392,10239,14031,4906,25472,5292
1441:6559,10455,8066,1276,508,6745,749,3307,245,99349
1447:25556,19996,2772,28475,52659,9695,4034,366,2429,24108
1448:840,76,2326,245,1598,81,4194,361,27070,77410
1457:45997,769,24720,10581,49683,15836,39649,834,50458,36065
1458:34667,11082,26895,8871,15466,4958,3855,1002,548,3184
1469:1476,6284,1804,15487,381,1116,7800,8457,2429,4627
1477:410,94,3407,7735,11670,1435,11503,1820,14871,4604
1486:1790,564,2103,4513,13567,57984,9237,1913,9021,984
1490:13083,21552,4728,9080,889,3020,4664,5996,4045,30235
1491:239,1476,6284,162,15900,47687,14700,3798,37814,2469
1500:43485,4210,88,2430,5514,7843,5542,3730,7231,1756
1503:5459,1804,10040,6284,1762,2469,109,239,380,1338
1517:54010,38535,39959,24058,88139,87930,74316,8901,64501,84230
1518:72675,39096,2583,84,2880,8,7315,7667,9093,388
1535:493,2172,2469,10040,8457,2538,4181,9035,4522,899
1551:5459,1476,204,2469,2166,109,10040,380,1762,1181
1552:29723,19245,1402,731,363,10906,15294,89980,2342,62256
1553:42681,41755,6801,20748,2172,3839,1953,4181,66588,544
1559:239,204,6284,381,1804,1476,2469,10040,2166,4542
1560:38536,75095,427,1800,5084,6230,94,4249,3973,15961
1561:645,20182,1208,11459,2361,4967,2429,1598,357,578
1562:1116,1102,4542,12207,1762,7194,66,6284,15,1476
1569:986,3756,226,380,1884,81,3599,3373,1023,61052
1570:27705,7905,17123,119057,78319,26351,35215,1231,54038,43893
1588:84,1119,1444,302,1790,364,616,1267,94,1102
1589:239,2429,6284,66,1476,7800,1535,4542,4627,37814
1591:69776,62108,35798
1601:6590,14944,55521,6359,3261,357,116,4003,10,61040
1602:35507,750,1359,1287,2268,1451,4499,402,10792,3093
1629:5451,2194,27231,138,20734,7620,375,16390,1332,29136
1634:9662,80190,15180,26131,39464,17,48832,13782,83050,302
1642:43485,301,358,289,1510,4886,101,4497,1476,9635
1653:1338,9592,5701,1804,736,2064,1476,2469,47687,37814
1654:358,2166,4542,10040,1387,2469,518,204,97,16210
1655:1009,380,2172,358,4181,1804,1116,10040,109,1186
1668:4181,14700,1476,1804,2469,6837,239,1187,2538,16210
1681:29853,66588,13083,32136,21270,3292,4223,6393,5413,9035
1703:59379,4328,3,1510,366,4048,109,1205,16288,12133
1721:34700,354,302,58,720,17,289,4003,1535,4904
1727:205,1102,1832,285,363,564,5182,58230,28213,381
1728:1213,363,322,5025,9331,2456,726,19220,1511,65
1745:35507,1287,1731,2429,124,23297,17979,10871,14768,3693
1746:2429,3798,3736,6284,14700,2469,720,755,204,22944
1751:1331,84,14259,932,65,5567,449,25026,23827,2115
1756:787,7882,31901,46216,19529,36176,29008,33148,47526,19550
1758:39846,204,162,16210,10040,21141,47687,37814,14700,62
1761:25716,66480,19433,42190,30210,94836,119401,101433,70173,103292
1767:3730,10869,1896,12175,3028,855,2734,1476,32,7843
1779:93631,103533,65741,56748,93097,86913,37843,1674,17395,67185
1780:9354,13960,88524,10503,64,3041,32648,1772,48208,140
1783:6765,8,162,1324,518,3231,55155,43777,52600,79360
1787:17091,43485,4068,5514,10507,1476,88,7843,4497,86
1788:2345,32166,388,15607,1240,140,7956,14904,3235,14485
1794:43485,15873,5542,15306,245,402,4422,4181,483,508
1796:12759,4919,490,1567,7800,1180,6284,3805,2430,2988
1803:1549,2338,61,9259,278,94,2976,6546,657,5239
1820:6266,4568,16145,8848,30563,42343,261,44607,72945,119592
1821:326,18599,2570,24568,5794,2597,44237,1752,13657,18215
1822:162,380,204,4993,10040,16431,2064,109,1186,15914
1823:17431,6284,1832,1804,84,380,1762,42,61772,2469
1840:8055,1510,2538,4181,1896,7317,2734,301,5542,3730
1841:8520,89310,4940,27361,28400,13994,2632,5480,51839,7426
1842:1804,2469,755,3798,162,15900,720,62,45295,16210
1850:3482,1102,62,54202,44448,6284,1338,5701,66743,22308
1853:25442,17059,19996,30714,1936,31898,1782,11835,17952,37720
1854:19220,356,1752,9567,19421,358,11035,5239,3429,2944
1862:449,508,301,4456,167,14003,32353,380,1102,3233
1880:875,354,17,1023,496,725,736,518,131,3730
1883:11535,1510,86,8055,4181,899,289,1277,23867,101
1890:650,364,8055,4203,10014,22001,14750,238,22199,11724
1891:4169,356,43567,32831,3429,2168,205,9250,358,3730
1893:19220,5725,9567,3429,356,358,12023,5239,3561,3730
1894:28198,3093,4499,138,1287,18360,223,11743,1074,10792
1911:29727,5466,53100,22665,35965,13341,69327,10348,29000,78658
1912:786,10507,1510,32136,16205,40224,40182,40225,40414,5484
1913:3250,650,81,294,542,931,1030,901,2140,15
1930:15772,24752,5111,4179,14900,1884,1790,4755,48961,2548
1932:4326,16512,40182,40224,40414,40225,402,633,2734,7317
1950:27211,5459,7194,6284,1476,1804,380,356,381,4522
1951:571,891,1187,4008,16366,4169,11839,10686,4630,2375
1952:28198,333,32353,194,239,2868,2060,3158,162,12389
2005:12625,52552,624,11459,1424,5871,402,101,1752,1499
2017:107733,23213,123006,58208,101380,11246,47586,13894,44039
2025:17,10075,6766,1220,236,616,29,356,409,654
2030:518,9283,10040,6249,16508,3599,1682,268,6203,1187
2034:6186,1352,57937,9914,22904,189,481,2904,1991,4755
2038:2469,720,755,3798,162,15900,62,6207,16210,39846
2046:10492,27296,13889,91537,25662,11199,17,11910,5545,17185
2058:12597,17944,1410,65161,55235,8794,12495,52829,121818,18453
2068:14286,5413,2897,16288,915,2200,101,5582,1382,357
2070:787,7882,46216,2931,36176,110006,33148,32940,29008,19529
2071:33344,3163,176,66,610,1476,8016,518,18,3429
2072:6284,61772,1762,1102,239,47687,14700,7407,15914,37814
2074:88579,12868,19378,44740,5322,3741,65863,30936,62354,4671
2075:17091,16205,7843,5514,86,301,786,20320,5542,1476
2076:
2077:4068,20320,1476,2430,15873,10869,5542,88,402,1277
2080:2172,692,16595,402,1424,101,1374,29,4025,11459
2085:542,84,103,8,24958,913,1382,3736,2429,3798
2097:615,1510,301,289,8055,786,899,215,2430,20320
2112:70388,23239,12722,67466,3864,877,7426,12081,7521,29987
2115:812,3233,26886,388,16390,3693,10871,1332,23297,17979
2116:20192,12133,2486,3588,1187,5701,10928,5117,9592,1338
2123:22,18019,3855,496,1044,819,873,5553,1790,6849
2135:2200,80923,104907,3093,1382,3618,7910,5767,431,1881
2141:698,1603,1200,81,1535,986,1168,787,780,564
2147:12673,6059,42335,23833,728,12462,17030,35619,109031,10987
2154:8520,4940,36151,2161,28400,17263,27361,8860,14048,26444
2160:268,31019,2430,9597,62001,7676,490,4643,8665,20440
2162:661,32748,46591,14226,7118,20993,24690,5480,5488,16169
2170:17431,122,1804,21141,1200,2538,3736,9035,1116,15487
2177:46328,4009,4003,14046,43624,1374,1393,787,19585,25829
2184:14965,16996,32619,66,2172,1832,1804,1549,42,7800
2185:12915,42701,2430,394,17979,8462,1622,5567,44936,22308
2187:2033
2211:62500,19224,101523,44173,82813,81363,7407,35840,14546,2967
2223:65,70,81,2139,1508,245,4268,542,6527,17
2243:59359,1545,1744,18400,14960,15,2045,26895,6129,94
2244:8055,15559,1277,7166,5514,29,786,4497,289,1510
2247:3249,302,348,1405,861,1685,1245,21798,1476,5722
2250:49715,70988,36733,71297,52915,23697,54210,70416,52959,970
2253:1535,117,5767,3756,748,31090,55661,1449,986,49202
2260:23423
2261:17091,16205,88,1476,4422,23867,5320,4068,4497,7843
2262:
2290:43485,8055,86,12625,3028,12360,32,12389,2734,29
2291:17431,5459,380,4702,6073,2469,1186,6284,1804,109
2293:32906,939,84,2251,19925,4613,656,100326,109045,107736
2301:30679,7611,3008,2582,58089,63335,18062,901,62431,8057
2302:16229,39395,4422,579,12680,27810,131,245,52335,55341
2304:32748,66083,595,89617,38275,1179,42178,13534,14501,14593
2318:4485,17091,2430,6353,29,5553,4181,554,493,245
2325:303,1475,354,3632,1002,36100,1009,1606,875,239
2335:1804,3588,2469,4181,109,239,1187,380,2429,6284
2343:1549,50148,10814,1631,5140,59506,5420,2266,5956,19046
2346:70,302,84,17,1790,29,6,138,162,1332
2347:2186,322,7728,100785,109758,114853,113089,115352,115935,120912
2348:2538,10040,3261,1186,9035,239,899,109,1187,42
2362:
2363:493,97,1804,2469,2831,3798,162,47687,755,15900
2364:239,726,5025,837,554,2868,402,2641,1511,47750
2369:29094,78608,14964,16155,35939,50268,17198,3180,44660,22703
2373:5268,84,61,378,1382,4735,45328,999,61772,36268
2381:2361,2868,29,38604,4025,692,43624,1393,19585,1374
2382:6613,11355,10217,6,17607,21988,2698,3233,69414,68630
2384:7506,1119,4420,5337,33639,1208,4833,10511,518,1100
2385:4203,3730,4828,7989,3162,3319,53143,692,2369,39589
2392:
2393:5451,43586,37118,7217,27231,7620,10792,17979,18914,1796
2394:1186,19079,7194,6284,109,61772,239,2166,3798,755
2395:7800,194,11881,6598,490,483,6284,701,7841,31019
2399:3407,1544,94,42,1261,7735,1065,7491,46808,46999
2405:578,12625,4106,692,101,162,357,97,2172,6765
2407:17,58,1558,2512,29,302,96,62,482,199
2408:84,8,508,2618,162,1476,749,2338,5178,97
2419:76,44167,58,285,245,45,542,6,302,9249
2429:654,17,9890,1190,131,94,4268,7869,327,238
2447:2361,2868,3,861,2030,278,76,6,84,8
2452:2282,12832,77590,22856,10127,27927,2848,30791,25216,48061
2453:71417,29657,23740,4249,25812,3911,13189,302,78361,16210
2454:37118,3966,4715,5450,1875,5325,1332,29136,10871,7377
2456:508,10295,8962,1896,3234,32,10832,11813,11718,1200
2461:17091,43485,2430,289,101,3730,7843,2734,29,1277
2464:4068,7974,1476,11535,12175,786,1510,449,16205,40414
2465:58,4522,542,1348,327,364,70,501,4174,999
2469:5451,10792,3093,138,812,19405,5450,4499,2626,3693
2489:168,801,574,719,9783,24803,1013,463,7994,3211
2491:2319
2499:1097,749,20288,650,6759,5670,97,1245,182,62
2500:4728,27112,254,3292,4223,3960,21356,6393,889,5413
2501:931,500,17,58,76,1023,1382,848,327,2063
2505:6073,1181,97,66,18038,1804,1561,61772,1476,21141
2510:30139,40898,3650,30152,3683,3307,5567,23902,4187,6445
2515:26448,72154,44784,37186,776,36610,10075,12361,31807,66936
2518:5097,3568,890,10254,4743,5670,4880,40,113437,73846
2520:12175,17091,1476,116,84,654,29,483,3730,5542
2521:786,1277,1510,10507,2076,23867,301,449,32136,24108
2524:1476,21141,755,2469,3798,15900,162,720,47687,6207
2536:4643,3527,5929,1393,6640,1190,11459,1776,6243,1140
2541:2538,11035,239,4420,1804,3736,2617,14700,9035,3798
2547:2338,402,2641,5025,47750,6996,3774,813,52785,15573
2553:9134,18939,31397,37961,50469,8960,113723,31025,16881,44578
2558:50876,66083,4358,10559,24690,12571,57257,39242,13299,32973
2560:27211,6026,1549,1476,4181,380,6284,109,2429,1009
2563:6765,4276,508,8457,624,2429,2430,97,5996,2361
2573:28198,37118,5450,616,2917,4499,9929,7377,5325,33844
2591:645,1393,5727,1374,19585,8946,205,5996,43624,4003
2596:578,4619,4578,35589,2615,17390,44632,147,7059,5343
2597:302,70,29,2241,28926,13544,12727,5767,550,138
2601:20741,311,63930,1119,5567,62927,77531,14259,114599,607
2604:8473,12269,41039,56237,54119,47749,40558,58257,45648,56834
2611:131,931,12266,18756,2950,2583,16459,1065,1382,508
2612:19220,29841,1478,21988,6765,2831,1790,486,12023,490
2615:8100,692,2429,2361,2868,6675,357,10,5996,4025
2625:2714,3506,9472,4833,493,188,1267,17055,654,10595
2626:43485,15888,855,3757,88,84,1476,23867,2734,3028
2634:77334,25082,42194,18477,8213,2429,813,4755,55514,86978
2636:239,23031,303,2868,29,495,3,2166,5025,1567
2639:26621,35688,508,89595,7182,72710,41626,301,4697,84
2650:13766,75058,4308,17731,86115,2123,88022,114727,97607,33609
2661:8020,245,1405,1099,960,39848,2470,28738,94661,4268
2663:633,3249,402,16512,40182,4326,1220,24108,3190,13599
2666:239,7800,66,6284,1476,501,4627,1196,37814,47687
2676:12821,3244,654,24698,4254,813,356,85541,616,289
2689:162,10040,39846,1200,1511,15900,3798,10819,47687,14700
2693:790,21813,120178,10408,27340,1558,118736,62542,122070,80089
2708:2469,66,901,2429,714,380,10040,16210,1804,109
2709:6271,39226,7779,4542,1545,4958,15809,25635,2045,763
2713:1374,19585,1393,205,14992,5996,43624,4003,1752,8946
2715:12120,15604,3599,2161,760,26444,1147,42178,416,3882
2716:8630,35840,14546,45648,1435,45831,7407,2967,11670,11114
2727:2904,3,7989,22606,3162,3730,8881,17024,3319,10575
2730:6894,1313,1534,9080,2117,2200,9572,209,7910,15398
2731:3028,29,101,1476,1896,6353,12175,2734,3730,4886
2734:1471,633,2967,564,14004,24687,8846,5689,542,861
2735:5450,1923,1099,3107,27138,52721,51468,52568,102221,46903
2737:17,302,449,568,301,36854,28891,4742,36921,24536
2745:7910,402,13657,95,1708,44501,851,36331,219,3278
2746:16151,27209,4158,5595,22338,24118,23595,38773,40142,25368
2748:5287,1119,76,5117,113729,1003,32514,34592,43178,5930
2756:86,4497,19664,5514,4326,16512,40182,40224,40225,402
2760:1009,3162,2868,915,692,2897,4005,29,4932,2430
2776:
2799:245,8,2030,616,674,7353,15141,1764,81322,7210
2802:79262,303,7243,861,2594,110317,27163,32162,20296,34914
2803:2595,2074,11718,88529,33572,97817,94755,670,347,14237
2804:1508,508,1065,10814,1631,59506,5140,1196,1549,1745
2805:873,17,81,15,2121,931,616,3191,65176,58156
2812:8055,101,786,289,2076,1510,7843,4497,508,7974
2815:984,30976,12136,27295,3438,74050,20226,1384,1069,24843
2827:8964,17390,7059,13510,2428,19691,62155,27711,17111,67110
2831:1476,786,84,449,12175,1510,29,4326,40182,40225
2846:2868,2172,101,1549,2361,3046,6675,205,1393,1752
2848:52552,211,4497,6548,4025,357,4541,692,4276,2172
2853:18850,34823,86461,262,1081,1867,698,84210,5184,3081
2854:594,496,646,12155,1119,3461,731,573,20613,2302
2857:7193,55817,4797,41612,37464,245,1476,4268,3184,749
2858:239,66,1804,7800,2469,6284,3798,14700,61772,1476
2861:19736,58924,5975,68210,35965,24175,68246,26639,14916,7926
2871:5450,124,10041,4444,4755,3107,565,38075,39901,378
2907:3943,64678,11224,495,11818,67145,6284,2583,726,5584
2912:3789,1730,710,9417,1147,4103,698,6559,719,3307
2914:510,3563,690,8746,29,84778,814,1693,2456,7361
2924:78191,23285,5315,6496,9518,11629,11028,2520,10901,8473
2925:12165,33009,79576,106900,57293,41508,10999,35828,15337,7014
2947:2741,66050,24301,18970,66993,46125,8643,116261,101699,15751
2951:2745,51550,99399,7803,12712,29768,285,1184,11919,3
2959:193,302,925,564,68505,5947,1305,33475,2430,73
2960:1127,3184,76,1551,1164,3025,22,16978,5638,1044
2963:8055,22637,7231,1960,4210,358,8056,5484,7317,4068
2965:984,18240,29475,135,6097,5557,39796,86872,46210,106585
2967:7549,402,1752,5150,1287,2626,223,2429,22728,4499
2970:17717,616,68239,4181,1021,2172,21141,493,696,12559
2977:45,302,518,17,4171,2369,76,3101,5604,84
2981:16210,381,239,14559,380,2469,1804,1476,7800,6284
2989:1624,1960,2538,8056,7317,5484,40224,40225,40414,40182
2990:22420,13581,29000,16717,57558,21482,2052,68489,93201,19943
3002:
3004:8520,39242,4940,4394,67784,3211,3709,1560,3254,9295
3011:84226,112786,109829,55993,85653,120511,117218,60955,64626,52257
3013:11535,179,9080,3841,553,317,1066,571,1551,40048
3037:
3038:247,50306,10492,17,37869,69606,16016,6503,17567,7021
3044:43586,27231,7620,58,223,23297,3693,31804,28604,17979
3070:10692,26437,4093,46247,2354,27635,12093,2528,4906,41174
